2,feature_vocab_chase_hashtag,#ff
3,feature_vocab_chase_hashtag,#femfreefriday
8,feature_vocab_chase_hashtag,#notsexist
47,feature_vocab_chase_hashtag,#womenagains
59,feature_vocab_chase_hashtag,#mykitchenrules
109,feature_vocab_chase_hashtag,#guaranteed
131,feature_vocab_chase_hashtag,#brothers
135,feature_vocab_chase_hashtag,#mona
154,feature_vocab_chase_hashtag,#perfect
158,feature_vocab_chase_hashtag,#scotlandvsaustralia
202,feature_vocab_chase_hashtag,#rentcar
214,feature_vocab_chase_hashtag,#pleaseshave
222,feature_vocab_chase_hashtag,#notyourmascot
237,feature_vocab_chase_hashtag,#whiteproverbs
255,feature_vocab_chase_hashtag,#elimination
261,feature_vocab_chase_hashtag,#walmart
264,feature_vocab_chase_hashtag,#retail
274,feature_vocab_chase_hashtag,#colinfassnidge
282,feature_vocab_chase_hashtag,#meekmillseason
293,feature_vocab_chase_hashtag,#debtdebate
348,feature_vocab_chase_hashtag,#bansharia
400,feature_vocab_chase_hashtag,#hilarious
403,feature_vocab_chase_hashtag,#blacks
428,feature_vocab_chase_hashtag,#jokes
430,feature_vocab_chase_hashtag,#unsw
434,feature_vocab_chase_hashtag,#western
436,feature_vocab_chase_hashtag,#terror
560,feature_vocab_chase_hashtag,#imbeautiful
586,feature_vocab_chase_hashtag,#racism
588,feature_vocab_chase_hashtag,#embarrasmenttowa
598,feature_vocab_chase_hashtag,#blameonenota
599,feature_vocab_chase_hashtag,#assassinscreedliberation
628,feature_vocab_chase_hashtag,#mayda
651,feature_vocab_chase_hashtag,#quran
653,feature_vocab_chase_hashtag,#wcbd
719,feature_vocab_pos_2skip_trigram,"('cc', 'in', 'vb')"
735,feature_vocab_pos_2skip_trigram,"('cc', 'jj', 'rp')"
755,feature_vocab_pos_2skip_trigram,"('cc', 'md', 'vb')"
799,feature_vocab_pos_2skip_trigram,"('cc', 'prp', 'vbz')"
813,feature_vocab_pos_2skip_trigram,"('cc', 'rb', 'rp')"
814,feature_vocab_pos_2skip_trigram,"('cc', 'rb', 'to')"
831,feature_vocab_pos_2skip_trigram,"('cc', 'to', 'nn')"
870,feature_vocab_pos_2skip_trigram,"('cc', 'vbg', 'dt')"
886,feature_vocab_pos_2skip_trigram,"('cc', 'vbn', 'jj')"
891,feature_vocab_pos_2skip_trigram,"('cc', 'vbn', 'to')"
894,feature_vocab_pos_2skip_trigram,"('cc', 'vbp', 'cc')"
896,feature_vocab_pos_2skip_trigram,"('cc', 'vbp', 'dt')"
929,feature_vocab_pos_2skip_trigram,"('cc', 'vbz', 'wrb')"
930,feature_vocab_pos_2skip_trigram,"('cc', 'wdt', 'cc')"
931,feature_vocab_pos_2skip_trigram,"('cc', 'wdt', 'dt')"
942,feature_vocab_pos_2skip_trigram,"('cc', 'wp', 'vbp')"
945,feature_vocab_pos_2skip_trigram,"('cc', 'wrb', 'jj')"
949,feature_vocab_pos_2skip_trigram,"('cc', 'wrb', 'vb')"
952,feature_vocab_pos_2skip_trigram,"('cc', 'wrb', 'vbz')"
