47,feature_vocab_chase_hashtag,#womenagains
59,feature_vocab_chase_hashtag,#mykitchenrules
153,feature_vocab_chase_hashtag,#charliehebdo
154,feature_vocab_chase_hashtag,#perfect
202,feature_vocab_chase_hashtag,#rentcar
237,feature_vocab_chase_hashtag,#whiteproverbs
253,feature_vocab_chase_hashtag,#icecreamforbreakfast
261,feature_vocab_chase_hashtag,#walmart
267,feature_vocab_chase_hashtag,#job
274,feature_vocab_chase_hashtag,#colinfassnidge
282,feature_vocab_chase_hashtag,#meekmillseason
350,feature_vocab_chase_hashtag,#slurs
352,feature_vocab_chase_hashtag,#pinkbus
386,feature_vocab_chase_hashtag,#yumcha
436,feature_vocab_chase_hashtag,#terror
556,feature_vocab_chase_hashtag,#hindu
586,feature_vocab_chase_hashtag,#racism
628,feature_vocab_chase_hashtag,#mayda
629,feature_vocab_chase_hashtag,#ashandcamilla
630,feature_vocab_chase_hashtag,#nocomment
735,feature_vocab_pos_2skip_trigram,"('cc', 'jj', 'rp')"
757,feature_vocab_pos_2skip_trigram,"('cc', 'md', 'vbn')"
759,feature_vocab_pos_2skip_trigram,"('cc', 'nn', 'cd')"
785,feature_vocab_pos_2skip_trigram,"('cc', 'prp', 'in')"
816,feature_vocab_pos_2skip_trigram,"('cc', 'rb', 'vbd')"
817,feature_vocab_pos_2skip_trigram,"('cc', 'rb', 'vbg')"
831,feature_vocab_pos_2skip_trigram,"('cc', 'to', 'nn')"
859,feature_vocab_pos_2skip_trigram,"('cc', 'vbd', 'prp')"
887,feature_vocab_pos_2skip_trigram,"('cc', 'vbn', 'nn')"
928,feature_vocab_pos_2skip_trigram,"('cc', 'vbz', 'wp')"
929,feature_vocab_pos_2skip_trigram,"('cc', 'vbz', 'wrb')"
930,feature_vocab_pos_2skip_trigram,"('cc', 'wdt', 'cc')"
945,feature_vocab_pos_2skip_trigram,"('cc', 'wrb', 'jj')"
949,feature_vocab_pos_2skip_trigram,"('cc', 'wrb', 'vb')"
952,feature_vocab_pos_2skip_trigram,"('cc', 'wrb', 'vbz')"
958,feature_vocab_pos_2skip_trigram,"('cd', 'cd', 'nn')"
999,feature_vocab_pos_2skip_trigram,"('cd', 'nn', 'vb')"
1073,feature_vocab_pos_2skip_trigram,"('dt', 'cd', 'nn')"
1075,feature_vocab_pos_2skip_trigram,"('dt', 'cd', 'rb')"
1087,feature_vocab_pos_2skip_trigram,"('dt', 'dt', 'jjr')"
1148,feature_vocab_pos_2skip_trigram,"('dt', 'jj', 'vbz')"
1163,feature_vocab_pos_2skip_trigram,"('dt', 'md', 'in')"
1193,feature_vocab_pos_2skip_trigram,"('dt', 'nn', 'vbz')"
1217,feature_vocab_pos_2skip_trigram,"('dt', 'rb', 'in')"
1218,feature_vocab_pos_2skip_trigram,"('dt', 'rb', 'jj')"
