vocab,2,0
alway,0.5396363185774914,0.46036368142250855
clean,0.7574545869987434,0.24254541300125676
complain,0.5739514348785872,0.42604856512141276
hous,0.48288880769699183,0.5171111923030082
man,0.4544778339779828,0.5455221660220172
shouldnt,0.6397420668589853,0.3602579331410147
take,0.5659583167971522,0.43404168320284775
trash,0.36697682324976105,0.6330231767502389
woman,0.6048762330169365,0.3951237669830635
bad,0.7021604938271605,0.2978395061728395
boy,0.4586025161509691,0.541397483849031
cold,0.6549650576954331,0.3450349423045668
cuffin,0.3552991193440632,0.6447008806559369
dat,0.4985341318030873,0.5014658681969126
dwn,1.0,0
hoe,0.7275566075400673,0.2724433924599327
place,0.420156591405681,0.5798434085943189
st,0.6994195101231772,0.30058048987682284
tyga,0.3147191736604261,0.6852808263395739
bitch,0.7268517505163808,0.27314824948361915
confus,0.39509924969132876,0.6049007503086713
cri,0.42581963518346005,0.5741803648165399
dawg,0.7200316497428458,0.2799683502571541
ever,0.487955621212578,0.5120443787874219
fuck,0.3664294134324127,0.6335705865675874
shit,0.5513348162635174,0.44866518373648256
start,0.6027402956525355,0.3972597043474645
like,0.4818066514025927,0.5181933485974073
look,0.4268192731585494,0.5731807268414506
tranni,0.3378729597671276,0.6621270402328724
faker,1.0,0
hear,0.5377748748094926,0.4622251251905073
might,0.6859312589378175,0.3140687410621825
told,0.8130009689068969,0.18699903109310312
true,0.4393979403221548,0.5606020596778453
ya,0.6354530364604202,0.3645469635395798
blow,0.5950791531565898,0.4049208468434103
claim,0.4674303871561168,0.5325696128438833
faith,0.6142104306741777,0.38578956932582226
somebodi,0.5100392337872144,0.4899607662127856
still,0.5411627622886891,0.4588372377113109
anoth,0.34084244661399943,0.6591575533860007
go,0.5002354048964219,0.4997645951035781
got,0.6164254311123603,0.38357456888763974
hate,0.3027914614121511,0.6972085385878489
much,0.6175980546674473,0.3824019453325528
sit,0.5129616884606562,0.48703831153934385
big,0.7030630798638632,0.2969369201361369
caus,0.5781839856944169,0.4218160143055832
come,0.5469345446785159,0.45306545532148407
girl,0.6689536878216124,0.33104631217838765
im,0.5637475465360987,0.4362524534639013
skinni,1.0,0
tire,0.5063364725031972,0.4936635274968027
us,0.3153437372930075,0.6846562627069925
back,0.5853387748388622,0.41466122516113774
get,0.557436399475416,0.4425636005245839
fight,0.5063364725031972,0.4936635274968027
hobbi,1.0,0
includ,1.0,0
mariam,1.0,0
convers,1.0,0
curv,1.0,0
everyon,0.6549650576954331,0.3450349423045668
keek,1.0,0
lol,0.5532580081337474,0.44674199186625263
smh,0.3462663587374904,0.6537336412625097
thi,0.5221599279751187,0.4778400720248813
walk,0.5865359646844975,0.4134640353155024
gang,0.4432205612378705,0.5567794387621295
