34,feature_vocab_pos_2skip_bigram,"('cd', 'to')"
148,feature_vocab_pos_2skip_bigram,"('jjr', 'vbd')"
182,feature_vocab_pos_2skip_bigram,"('nn', 'md')"
188,feature_vocab_pos_2skip_bigram,"('nn', 'rp')"
255,feature_vocab_pos_2skip_bigram,"('rb', 'vbd')"
314,feature_vocab_pos_2skip_bigram,"('to', 'vb')"
426,feature_vocab_pos_2skip_bigram,"('vbn', 'wrb')"
452,feature_vocab_pos_2skip_bigram,"('vbz', 'cd')"
529,feature_vocab_pos_2skip_bigram,"('wrb', 'vbn')"
531,feature_vocab_pos_2skip_bigram,"('wrb', 'vbz')"
593,feature_vocab_2skip_trigram,"('a', 'religion', 'that')"
633,feature_vocab_2skip_trigram,"('all', 'of', 'it')"
670,feature_vocab_2skip_trigram,"('and', 'andr', 'in')"
671,feature_vocab_2skip_trigram,"('and', 'andr', 'it')"
672,feature_vocab_2skip_trigram,"('and', 'andr', 'make')"
702,feature_vocab_2skip_trigram,"('and', 'i', 'want')"
707,feature_vocab_2skip_trigram,"('and', 'into', 'slaveri')"
762,feature_vocab_2skip_trigram,"('and', 'want', 'to')"
801,feature_vocab_2skip_trigram,"('are', 'about', 'the')"
823,feature_vocab_2skip_trigram,"('are', 'the', 'daesh')"
874,feature_vocab_2skip_trigram,"('be', 'out', 'of')"
893,feature_vocab_2skip_trigram,"('but', 'cant', 'drive')"
943,feature_vocab_2skip_trigram,"('but', 'the', 'is')"
944,feature_vocab_2skip_trigram,"('but', 'the', 'of')"
945,feature_vocab_2skip_trigram,"('but', 'there', 'are')"
962,feature_vocab_2skip_trigram,"('call', 'me', 'or')"
964,feature_vocab_2skip_trigram,"('call', 'me', 'whatev')"
980,feature_vocab_2skip_trigram,"('cant', 'wait', 'see')"
1050,feature_vocab_2skip_trigram,"('dont', 'have', 'a')"
1139,feature_vocab_2skip_trigram,"('get', 'through', 'mk')"
1163,feature_vocab_2skip_trigram,"('go', 'to', 'it')"
1172,feature_vocab_2skip_trigram,"('go', 'to', 'you')"
1196,feature_vocab_2skip_trigram,"('have', 'a', 'for')"
1198,feature_vocab_2skip_trigram,"('have', 'a', 'of')"
1316,feature_vocab_2skip_trigram,"('i', 'dont', 'that')"
1411,feature_vocab_2skip_trigram,"('i', 'think', 'a')"
1438,feature_vocab_2skip_trigram,"('i', 'to', 'the')"
1439,feature_vocab_2skip_trigram,"('i', 'to', 'to')"
1451,feature_vocab_2skip_trigram,"('i', 'watch', 'r')"
1490,feature_vocab_2skip_trigram,"('im', 'but', 'i')"
1607,feature_vocab_2skip_trigram,"('instant', 'mk', 'r')"
1654,feature_vocab_2skip_trigram,"('is', 'is', 'milit')"
1655,feature_vocab_2skip_trigram,"('is', 'is', 'mu')"
1700,feature_vocab_2skip_trigram,"('is', 'the', 'mk')"
1809,feature_vocab_2skip_trigram,"('it', 'you', 'are')"
1956,feature_vocab_2skip_trigram,"('make', 'it', 'mk')"
2000,feature_vocab_2skip_trigram,"('mk', 'kitchen', 'rule')"
2001,feature_vocab_2skip_trigram,"('mk', 'mk', 'r')"
2117,feature_vocab_2skip_trigram,"('nd', 'and', 're')"
2201,feature_vocab_2skip_trigram,"('not', 'it', 'is')"
2202,feature_vocab_2skip_trigram,"('not', 'it', 'just')"
2243,feature_vocab_2skip_trigram,"('not', 'sexist', 'when')"
